"cell_id","CGP.cell.line","CCLE.cell.line","CGP.tissue.type","CCLE.tissue.type","CGP.link","CCLE.link","tissue.type"
"HC-1","HC-1",NA,NA,NA,752,NA,"haematopoietic_and_lymphoid_tissue"
"HCC1143","HCC1143","HCC1143","breast","breast",528,224,"breast"
"HCC-1171",NA,"HCC-1171",NA,"lung",NA,225,"lung"
"HCC1187","HCC1187","HCC1187","breast","breast",529,226,"breast"
"HCC-1195",NA,"HCC-1195",NA,"lung",NA,227,"lung"
"HCC-1359",NA,"HCC-1359",NA,"lung",NA,228,"lung"
"HCC1395","HCC1395","HCC1395","breast","breast",530,229,"breast"
"HCC1419","HCC1419","HCC1419","breast","breast",753,230,"breast"
"HCC1428",NA,"HCC1428",NA,"breast",NA,231,"breast"
"HCC-1438",NA,"HCC-1438",NA,"lung",NA,232,"lung"
"HCC-15",NA,"HCC-15",NA,"lung",NA,237,"lung"
"HCC1500",NA,"HCC1500",NA,"breast",NA,233,"breast"
"HCC1569",NA,"HCC1569",NA,"breast",NA,234,"breast"
"HCC-1588",NA,"HCC-1588",NA,"lung",NA,235,"lung"
"HCC1599","HCC1599","HCC1599","breast","breast",531,236,"breast"
"HCC1806","HCC1806","HCC1806","breast","breast",755,238,"breast"
"HCC-1833",NA,"HCC-1833",NA,"lung",NA,239,"lung"
"HCC-1897",NA,"HCC-1897",NA,"lung",NA,240,"lung"
"HCC1937","HCC1937","HCC1937","breast","breast",532,241,"breast"
"HCC1954","HCC1954","HCC1954","breast","breast",527,242,"breast"
"HCC202",NA,"HCC202",NA,"breast",NA,243,"breast"
"HCC-2108",NA,"HCC-2108",NA,"lung",NA,244,"lung"
"HCC2157","HCC2157","HCC2157","breast","breast",533,245,"breast"
"HCC2218","HCC2218","HCC2218","breast","breast",534,246,"breast"
"HCC-2279",NA,"HCC-2279",NA,"lung",NA,247,"lung"
"HCC-2814",NA,"HCC-2814",NA,"lung",NA,248,"lung"
"HCC2935",NA,"HCC2935",NA,"lung",NA,249,"lung"
"HCC2998","HCC2998",NA,"large_intestine",NA,649,NA,"large_intestine"
"HCC-33",NA,"HCC-33",NA,"lung",NA,250,"lung"
"HCC364",NA,"HCC364",NA,"lung",NA,251,"lung"
"HCC-366",NA,"HCC-366",NA,"lung",NA,252,"lung"
"HCC38","HCC38","HCC38","breast","breast",535,253,"breast"
"HCC4006",NA,"HCC4006",NA,"lung",NA,254,"lung"
"HCC-44",NA,"HCC-44",NA,"lung",NA,255,"lung"
"HCC-56",NA,"HCC-56",NA,"large_intestine",NA,256,"large_intestine"
"HCC70","HCC70","HCC70","breast","breast",756,257,"breast"
"HCC-78",NA,"HCC-78",NA,"lung",NA,258,"lung"
"HCC827",NA,"HCC827",NA,"lung",NA,260,"lung"
"HCC-827-GR5",NA,"HCC-827-GR5",NA,"lung",NA,259,"lung"
"HCC-95",NA,"HCC-95",NA,"lung",NA,261,"lung"
"HCE-4","HCE-4",NA,"oesophagus",NA,559,NA,"oesophagus"
"HCE-T","HCE-T",NA,NA,NA,757,NA,"upper_aerodigestive_tract"
"HCT-116","HCT-116","HCT 116","large_intestine","large_intestine",614,262,"large_intestine"
"HCT-15","HCT-15","HCT-15","large_intestine","large_intestine",615,263,"large_intestine"
"HCT-8",NA,"HCT-8",NA,"large_intestine",NA,264,"large_intestine"
"HDLM-2","HDLM-2","HDLM-2","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",1114,265,"haematopoietic_and_lymphoid_tissue"
"HD-MY-Z","HD-MY-Z","HD-MY-Z","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",758,266,"haematopoietic_and_lymphoid_tissue"
"HDQ-P1",NA,"HDQ-P1",NA,"breast",NA,267,"breast"
"HEC-1","HEC-1","HEC-1-B","endometrium","endometrium",759,271,"endometrium"
"HEC-108",NA,"HEC-108",NA,"endometrium",NA,268,"endometrium"
"HEC-151",NA,"HEC-151",NA,"endometrium",NA,269,"endometrium"
"HEC-1-A",NA,"HEC-1-A",NA,"endometrium",NA,270,"endometrium"
"HEC-251",NA,"HEC-251",NA,"endometrium",NA,272,"endometrium"
"HEC-265",NA,"HEC-265",NA,"endometrium",NA,273,"endometrium"
"HEC-50B",NA,"HEC-50B",NA,"endometrium",NA,274,"endometrium"
"HEC-59",NA,"HEC-59",NA,"endometrium",NA,275,"endometrium"
"HEC-6",NA,"HEC-6",NA,"endometrium",NA,276,"endometrium"
"HEK TE",NA,"HEK TE",NA,"kidney",NA,277,"kidney"
"HEL","HEL","HEL","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",760,279,"haematopoietic_and_lymphoid_tissue"
"HEL 92.1.7",NA,"HEL 92.1.7",NA,"haematopoietic_and_lymphoid_tissue",NA,278,"haematopoietic_and_lymphoid_tissue"
"HeLaSF","HeLaSF",NA,"cervix",NA,436,NA,"cervix"
"H-EMC-SS","H-EMC-SS",NA,"bone",NA,806,NA,"bone"
"Hep 3B2.1-7",NA,"Hep 3B2.1-7",NA,"liver",NA,280,"liver"
"Hep G2",NA,"Hep G2",NA,"liver",NA,281,"liver"
"Hey-A8",NA,"Hey-A8",NA,"ovary",NA,282,"ovary"
"HGC-27","HGC-27","HGC-27","stomach","stomach",761,283,"stomach"
"HH","HH","HH","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",762,284,"haematopoietic_and_lymphoid_tissue"
"HK-2",NA,"HK-2",NA,"kidney",NA,285,"kidney"
"HL-60","HL-60","HL-60","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",616,286,"haematopoietic_and_lymphoid_tissue"
"HLC-1",NA,"HLC-1",NA,"lung",NA,287,"lung"
"HLE","HLE","HLE","liver","liver",763,288,"liver"
"HLF",NA,"HLF",NA,"liver",NA,290,"liver"
"HLF-a",NA,"HLF-a",NA,"lung",NA,289,"lung"
"HMC-1-8",NA,"HMC-1-8",NA,"breast",NA,291,"breast"
"HMCB",NA,"HMCB",NA,"skin",NA,292,"skin"
"HMEL",NA,"HMEL",NA,"breast",NA,293,"breast"
"HMV-II","HMV-II",NA,"skin",NA,764,NA,"skin"
"HN","HN",NA,"upper_aerodigestive_tract",NA,765,NA,"upper_aerodigestive_tract"
"HO-1-N-1","HO-1-N-1",NA,"salivary_gland",NA,1115,NA,"salivary_gland"
"HOP-62","HOP-62",NA,"lung",NA,650,NA,"lung"
"HOP-92","HOP-92",NA,"lung",NA,651,NA,"lung"
"HOS","HOS","HOS","bone","bone",766,295,"bone"
"HPAC",NA,"HPAC",NA,"pancreas",NA,296,"pancreas"
"HPAF-II","HPAF-II","HPAF-II","pancreas","pancreas",519,297,"pancreas"
"HPB-ALL",NA,"HPB-ALL",NA,"haematopoietic_and_lymphoid_tissue",NA,298,"haematopoietic_and_lymphoid_tissue"
"Hs 172.T",NA,"Hs 172.T",NA,"urinary_tract",NA,300,"urinary_tract"
"Hs 229.T",NA,"Hs 229.T",NA,"lung",NA,301,"lung"
"Hs 255.T",NA,"Hs 255.T",NA,"large_intestine",NA,302,"large_intestine"
"Hs 274.T",NA,"Hs 274.T",NA,"breast",NA,303,"breast"
"Hs 281.T",NA,"Hs 281.T",NA,"breast",NA,304,"breast"
"Hs 294T",NA,"Hs 294T",NA,"skin",NA,305,"skin"
"Hs 343.T",NA,"Hs 343.T",NA,"breast",NA,306,"breast"
"Hs 571.T",NA,"Hs 571.T",NA,"ovary",NA,307,"ovary"
"Hs-578-T","Hs-578-T","Hs 578T","breast","breast",635,308,"breast"
"Hs 600.T",NA,"Hs 600.T",NA,"skin",NA,309,"skin"
"Hs 604.T",NA,"Hs 604.T",NA,"haematopoietic_and_lymphoid_tissue",NA,310,"haematopoietic_and_lymphoid_tissue"
"Hs 606.T",NA,"Hs 606.T",NA,"breast",NA,311,"breast"
"Hs 611.T",NA,"Hs 611.T",NA,"haematopoietic_and_lymphoid_tissue",NA,312,"haematopoietic_and_lymphoid_tissue"
"Hs 616.T",NA,"Hs 616.T",NA,"haematopoietic_and_lymphoid_tissue",NA,313,"haematopoietic_and_lymphoid_tissue"
"Hs 618.T",NA,"Hs 618.T",NA,"lung",NA,314,"lung"
"Hs 675.T",NA,"Hs 675.T",NA,"large_intestine",NA,315,"large_intestine"
"Hs 683",NA,"Hs 683",NA,"central_nervous_system",NA,316,"central_nervous_system"
"Hs 688(A).T",NA,"Hs 688(A).T",NA,"skin",NA,317,"skin"
"Hs 695T",NA,"Hs 695T",NA,"skin",NA,318,"skin"
"Hs 698.T",NA,"Hs 698.T",NA,"large_intestine",NA,319,"large_intestine"
"Hs 706.T",NA,"Hs 706.T",NA,"bone",NA,320,"bone"
"Hs 729",NA,"Hs 729",NA,"soft_tissue",NA,321,"soft_tissue"
"Hs 737.T",NA,"Hs 737.T",NA,"bone",NA,322,"bone"
"Hs 739.T",NA,"Hs 739.T",NA,"breast",NA,323,"breast"
"Hs 742.T",NA,"Hs 742.T",NA,"breast",NA,324,"breast"
"Hs 746T",NA,"Hs 746T",NA,"stomach",NA,325,"stomach"
"Hs 751.T",NA,"Hs 751.T",NA,"haematopoietic_and_lymphoid_tissue",NA,326,"haematopoietic_and_lymphoid_tissue"
"Hs 766T",NA,"Hs 766T",NA,"pancreas",NA,327,"pancreas"
"Hs 819.T",NA,"Hs 819.T",NA,"bone",NA,328,"bone"
"Hs 821.T",NA,"Hs 821.T",NA,"bone",NA,329,"bone"
"Hs 822.T",NA,"Hs 822.T",NA,"bone",NA,330,"bone"
"Hs 834.T",NA,"Hs 834.T",NA,"skin",NA,331,"skin"
"Hs 839.T",NA,"Hs 839.T",NA,"skin",NA,332,"skin"
"Hs 840.T",NA,"Hs 840.T",NA,"upper_aerodigestive_tract",NA,333,"upper_aerodigestive_tract"
"Hs 852.T",NA,"Hs 852.T",NA,"skin",NA,334,"skin"
"Hs 863.T",NA,"Hs 863.T",NA,"bone",NA,335,"bone"
"Hs 870.T",NA,"Hs 870.T",NA,"bone",NA,336,"bone"
"Hs 888.T",NA,"Hs 888.T",NA,"bone",NA,337,"bone"
"Hs 895.T",NA,"Hs 895.T",NA,"skin",NA,338,"skin"
"Hs 934.T",NA,"Hs 934.T",NA,"skin",NA,339,"skin"
"Hs 936.T",NA,"Hs 936.T",NA,"skin",NA,340,"skin"
"Hs 939.T",NA,"Hs 939.T",NA,"skin",NA,341,"skin"
"Hs 940.T",NA,"Hs 940.T",NA,"skin",NA,342,"skin"
"Hs 944.T",NA,"Hs 944.T",NA,"skin",NA,343,"skin"
"HSC-2","HSC-2","HSC-2","upper_aerodigestive_tract","upper_aerodigestive_tract",561,344,"upper_aerodigestive_tract"
"HSC-3","HSC-3","HSC-3","upper_aerodigestive_tract","upper_aerodigestive_tract",767,345,"upper_aerodigestive_tract"
"HSC-4","HSC-4","HSC-4","upper_aerodigestive_tract","upper_aerodigestive_tract",768,346,"upper_aerodigestive_tract"
"HT","HT","HT","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",769,354,"haematopoietic_and_lymphoid_tissue"
"HT-1080","HT-1080","HT-1080","soft_tissue","soft_tissue",770,347,"soft_tissue"
"HT115",NA,"HT115",NA,"large_intestine",NA,348,"large_intestine"
"HT-1197","HT-1197","HT-1197","urinary_tract","urinary_tract",771,349,"urinary_tract"
"HT-1376","HT-1376","HT-1376","urinary_tract","urinary_tract",772,350,"urinary_tract"
"HT-144","HT-144","HT-144","skin","skin",773,351,"skin"
"HT-29","HT-29","HT-29","large_intestine","large_intestine",617,352,"large_intestine"
"HT-3","HT-3",NA,"cervix",NA,774,NA,"cervix"
"HT55","HT55","HT55","large_intestine","large_intestine",804,353,"large_intestine"
"HTC-C3","HTC-C3",NA,"thyroid",NA,1116,NA,"thyroid"
"HTK-",NA,"HTK-",NA,"haematopoietic_and_lymphoid_tissue",NA,355,"haematopoietic_and_lymphoid_tissue"
"HuCCT1","HuCCT1","HuCCT1","biliary_tract","biliary_tract",775,356,"biliary_tract"
"HuG1-N",NA,"HuG1-N",NA,"stomach",NA,357,"stomach"
"huH-1",NA,"huH-1",NA,"liver",NA,358,"liver"
"HuH-28","HuH-28","HuH28",NA,"biliary_tract",NA,359,"liver"
"HUH-6-clone5","HUH-6-clone5","HuH-6","liver","liver",776,360,"liver"
"HuH-7","HuH-7","HuH-7","liver","liver",777,361,"liver"
"HuNS1","HuNS1","HuNS1",NA,"haematopoietic_and_lymphoid_tissue",NA,362,"haematopoietic_and_lymphoid_tissue"
"HuO-3N1","HuO-3N1",NA,"bone",NA,1016,NA,"bone"
"HuO9","HuO9",NA,"bone",NA,778,NA,"bone"
"HuP-T3","HuP-T3","HUP-T3","pancreas","pancreas",802,363,"pancreas"
"HuP-T4","HuP-T4","HUP-T4","pancreas","pancreas",803,364,"pancreas"
"HuT 102",NA,"HuT 102",NA,"haematopoietic_and_lymphoid_tissue",NA,365,"haematopoietic_and_lymphoid_tissue"
"HuT 78",NA,"HuT 78",NA,"haematopoietic_and_lymphoid_tissue",NA,366,"haematopoietic_and_lymphoid_tissue"
"HUTU-80","HUTU-80","HuTu 80","small_intestine","small_intestine",779,367,"small_intestine"
"IA-LM","IA-LM","IA-LM","lung","lung",1052,368,"lung"
"IGR-1","IGR-1","IGR-1","skin","skin",780,369,"skin"
"IGR-37",NA,"IGR-37",NA,"skin",NA,370,"skin"
"IGR-39",NA,"IGR-39",NA,"skin",NA,371,"skin"
"IGROV-1","IGROV-1","IGROV1","ovary","ovary",646,372,"ovary"
"IM-9","IM-9",NA,"haematopoietic_and_lymphoid_tissue",NA,562,NA,"haematopoietic_and_lymphoid_tissue"
"IM95",NA,"IM95",NA,"stomach",NA,373,"stomach"
"IMR-32",NA,"IMR-32",NA,"autonomic_ganglia",NA,374,"autonomic_ganglia"
"IMR-5","IMR-5",NA,NA,NA,781,NA,"autonomic_ganglia"
"IOMM-Lee",NA,"IOMM-Lee",NA,"central_nervous_system",NA,375,"central_nervous_system"
"IPC-298","IPC-298","IPC-298","skin","skin",782,376,"skin"
"Ishikawa (Heraklio) 02 ER-",NA,"Ishikawa (Heraklio) 02 ER-",NA,"endometrium",NA,377,"endometrium"
"IST-MEL1","IST-MEL1",NA,"skin",NA,783,NA,"skin"
"IST-MES1","IST-MES1","IST-MES1","pleura","pleura",784,378,"pleura"
"IST-MES2",NA,"IST-MES2",NA,"pleura",NA,379,"pleura"
"IST-SL1","IST-SL1",NA,"lung",NA,563,NA,"lung"
"IST-SL2","IST-SL2",NA,"lung",NA,564,NA,"lung"
"ITO-II","ITO-II",NA,NA,NA,1117,NA,"testis"
"J82","J82","J82","urinary_tract","urinary_tract",565,380,"urinary_tract"
"JAR","JAR",NA,NA,NA,785,NA,NA
"JEG-3","JEG-3",NA,NA,NA,786,NA,NA
"JeKo-1",NA,"JeKo-1",NA,"haematopoietic_and_lymphoid_tissue",NA,381,"haematopoietic_and_lymphoid_tissue"
"JH-EsoAd1",NA,"JH-EsoAd1",NA,"oesophagus",NA,382,"oesophagus"
"JHH-1",NA,"JHH-1",NA,"liver",NA,383,"liver"
"JHH-2",NA,"JHH-2",NA,"liver",NA,384,"liver"
"JHH-4",NA,"JHH-4",NA,"liver",NA,385,"liver"
"JHH-5",NA,"JHH-5",NA,"liver",NA,386,"liver"
"JHH-6",NA,"JHH-6",NA,"liver",NA,387,"liver"
"JHH-7",NA,"JHH-7",NA,"liver",NA,388,"liver"
"JHOC-5",NA,"JHOC-5",NA,"ovary",NA,389,"ovary"
"JHOM-1",NA,"JHOM-1",NA,"ovary",NA,390,"ovary"
"JHOM-2B",NA,"JHOM-2B",NA,"ovary",NA,391,"ovary"
"JHOS-2",NA,"JHOS-2",NA,"ovary",NA,392,"ovary"
"JHOS-4",NA,"JHOS-4",NA,"ovary",NA,393,"ovary"
"JHUEM-1",NA,"JHUEM-1",NA,"endometrium",NA,394,"endometrium"
"JHUEM-2",NA,"JHUEM-2",NA,"endometrium",NA,395,"endometrium"
"JHUEM-3",NA,"JHUEM-3",NA,"endometrium",NA,396,"endometrium"
"JIMT-1",NA,"JIMT-1",NA,"breast",NA,398,"breast"
"JiyoyeP-2003","JiyoyeP-2003",NA,"haematopoietic_and_lymphoid_tissue",NA,787,NA,"haematopoietic_and_lymphoid_tissue"
"JJN-3",NA,"JJN-3",NA,"haematopoietic_and_lymphoid_tissue",NA,399,"haematopoietic_and_lymphoid_tissue"
"JK-1",NA,"JK-1",NA,"haematopoietic_and_lymphoid_tissue",NA,400,"haematopoietic_and_lymphoid_tissue"
"JL-1",NA,"JL-1",NA,"pleura",NA,401,"pleura"
"JM1",NA,"JM1",NA,"haematopoietic_and_lymphoid_tissue",NA,402,"haematopoietic_and_lymphoid_tissue"
"JMSU-1",NA,"JMSU-1",NA,"urinary_tract",NA,403,"urinary_tract"
"J-RT3-T3-5","J-RT3-T3-5",NA,"haematopoietic_and_lymphoid_tissue",NA,824,NA,"haematopoietic_and_lymphoid_tissue"
"JURKAT",NA,"JURKAT",NA,"haematopoietic_and_lymphoid_tissue",NA,404,"haematopoietic_and_lymphoid_tissue"
"JURL-MK1",NA,"JURL-MK1",NA,"haematopoietic_and_lymphoid_tissue",NA,405,"haematopoietic_and_lymphoid_tissue"
"JVM-2","JVM-2","JVM-2",NA,"haematopoietic_and_lymphoid_tissue",788,406,"haematopoietic_and_lymphoid_tissue"
"JVM-3","JVM-3","JVM-3","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",789,407,"haematopoietic_and_lymphoid_tissue"
"K029AX",NA,"K029AX",NA,"skin",NA,408,"skin"
"K052","K052","KO52","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",801,451,"haematopoietic_and_lymphoid_tissue"
"K5","K5",NA,"thyroid",NA,1122,NA,"thyroid"
"K-562",NA,"K-562",NA,"haematopoietic_and_lymphoid_tissue",NA,409,"haematopoietic_and_lymphoid_tissue"
"KALS-1","KALS-1","KALS-1","central_nervous_system","central_nervous_system",790,410,"central_nervous_system"
"KARPAS-299","KARPAS-299","KARPAS-299","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",792,411,"haematopoietic_and_lymphoid_tissue"
"KARPAS-422","KARPAS-422","KARPAS-422","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",793,412,"haematopoietic_and_lymphoid_tissue"
"KARPAS-45","KARPAS-45",NA,"haematopoietic_and_lymphoid_tissue",NA,791,NA,"haematopoietic_and_lymphoid_tissue"
"KARPAS-620",NA,"KARPAS-620",NA,"haematopoietic_and_lymphoid_tissue",NA,413,"haematopoietic_and_lymphoid_tissue"
"KASUMI-1","KASUMI-1","KASUMI-1","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",794,414,"haematopoietic_and_lymphoid_tissue"
"KASUMI-2",NA,"KASUMI-2",NA,"haematopoietic_and_lymphoid_tissue",NA,415,"haematopoietic_and_lymphoid_tissue"
"Kasumi-6",NA,"Kasumi-6",NA,"haematopoietic_and_lymphoid_tissue",NA,416,"haematopoietic_and_lymphoid_tissue"
"KATOIII","KATOIII","KATO III","stomach","stomach",795,417,"stomach"
"KCI-MOH1",NA,"KCI-MOH1",NA,"pancreas",NA,418,"pancreas"
"KCL-22",NA,"KCL-22",NA,"haematopoietic_and_lymphoid_tissue",NA,419,"haematopoietic_and_lymphoid_tissue"
"KE-37","KE-37","KE-37","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",796,420,"haematopoietic_and_lymphoid_tissue"
"KE-39",NA,"KE-39",NA,"stomach",NA,421,"stomach"
"KE-97",NA,"KE-97",NA,"haematopoietic_and_lymphoid_tissue",NA,422,"haematopoietic_and_lymphoid_tissue"
"KELLY",NA,"KELLY",NA,"autonomic_ganglia",NA,423,"autonomic_ganglia"
"KG-1",NA,"KG-1",NA,"haematopoietic_and_lymphoid_tissue",NA,425,"haematopoietic_and_lymphoid_tissue"
"KG-1-C",NA,"KG-1-C",NA,"central_nervous_system",NA,424,"central_nervous_system"
"KGN","KGN",NA,"ovary",NA,1118,NA,"ovary"
"KHM-1B",NA,"KHM-1B",NA,"haematopoietic_and_lymphoid_tissue",NA,426,"haematopoietic_and_lymphoid_tissue"
"Ki-JK",NA,"Ki-JK",NA,"haematopoietic_and_lymphoid_tissue",NA,427,"haematopoietic_and_lymphoid_tissue"
"KINGS-1","KINGS-1",NA,"central_nervous_system",NA,798,NA,"central_nervous_system"
"KLE",NA,"KLE",NA,"endometrium",NA,428,"endometrium"
"KLM-1",NA,"KLM-1",NA,"pancreas",NA,429,"pancreas"
"KM12","KM12","KM12","large_intestine","large_intestine",667,430,"large_intestine"
"KMBC-2",NA,"KMBC-2",NA,"urinary_tract",NA,431,"urinary_tract"
"KM-H2","KM-H2","KM-H2","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",1015,432,"haematopoietic_and_lymphoid_tissue"
"KMM-1",NA,"KMM-1",NA,"haematopoietic_and_lymphoid_tissue",NA,433,"haematopoietic_and_lymphoid_tissue"
"KMOE-2","KMOE-2",NA,"haematopoietic_and_lymphoid_tissue",NA,799,NA,"haematopoietic_and_lymphoid_tissue"
"KMRC-1",NA,"KMRC-1",NA,"kidney",NA,434,"kidney"
"KMRC-2",NA,"KMRC-2",NA,"kidney",NA,436,"kidney"
"KMRC-20",NA,"KMRC-20",NA,"kidney",NA,435,"kidney"
"KMRC-3",NA,"KMRC-3",NA,"kidney",NA,437,"kidney"
"KMS-11",NA,"KMS-11",NA,"haematopoietic_and_lymphoid_tissue",NA,438,"haematopoietic_and_lymphoid_tissue"
"KMS-12-BM","KMS-12-BM","KMS-12-BM",NA,"haematopoietic_and_lymphoid_tissue",NA,439,"haematopoietic_and_lymphoid_tissue"
"KMS-12-PE","KMS-12-PE",NA,"haematopoietic_and_lymphoid_tissue",NA,566,NA,"haematopoietic_and_lymphoid_tissue"
"KMS-18",NA,"KMS-18",NA,"haematopoietic_and_lymphoid_tissue",NA,440,"haematopoietic_and_lymphoid_tissue"
"KMS-20",NA,"KMS-20",NA,"haematopoietic_and_lymphoid_tissue",NA,441,"haematopoietic_and_lymphoid_tissue"
"KMS-21BM",NA,"KMS-21BM",NA,"haematopoietic_and_lymphoid_tissue",NA,442,"haematopoietic_and_lymphoid_tissue"
"KMS-26",NA,"KMS-26",NA,"haematopoietic_and_lymphoid_tissue",NA,443,"haematopoietic_and_lymphoid_tissue"
"KMS-27",NA,"KMS-27",NA,"haematopoietic_and_lymphoid_tissue",NA,444,"haematopoietic_and_lymphoid_tissue"
"KMS-28BM",NA,"KMS-28BM",NA,"haematopoietic_and_lymphoid_tissue",NA,445,"haematopoietic_and_lymphoid_tissue"
"KMS-34",NA,"KMS-34",NA,"haematopoietic_and_lymphoid_tissue",NA,446,"haematopoietic_and_lymphoid_tissue"
"KNS-42","KNS-42","KNS-42","central_nervous_system","central_nervous_system",800,447,"central_nervous_system"
"KNS-60",NA,"KNS-60",NA,"central_nervous_system",NA,448,"central_nervous_system"
"KNS-62","KNS-62","KNS-62","lung","lung",567,449,"lung"
"KNS-81-FD","KNS-81-FD","KNS-81","central_nervous_system","central_nervous_system",1120,450,"central_nervous_system"
"KOPN-8",NA,"KOPN-8",NA,"haematopoietic_and_lymphoid_tissue",NA,452,"haematopoietic_and_lymphoid_tissue"
"KOSC-2","KOSC-2",NA,"upper_aerodigestive_tract",NA,568,NA,"upper_aerodigestive_tract"
"KP-2",NA,"KP-2",NA,"pancreas",NA,455,"pancreas"
"KP-3",NA,"KP-3",NA,"pancreas",NA,456,"pancreas"
"KP-4","KP-4","KP4","pancreas","pancreas",569,457,"pancreas"
"KPL-1",NA,"KPL-1",NA,"breast",NA,458,"breast"
"KP-N-RT-BM-1","KP-N-RT-BM-1","KP-N-RT-BM-1","autonomic_ganglia","autonomic_ganglia",1121,459,"autonomic_ganglia"
"KP-N-S19s","KP-N-S19s","KP-N-SI9s","autonomic_ganglia","autonomic_ganglia",816,460,"autonomic_ganglia"
"KP-N-YN","KP-N-YN","KP-N-YN","autonomic_ganglia","autonomic_ganglia",815,461,"autonomic_ganglia"
"KP-N-YS","KP-N-YS",NA,"autonomic_ganglia",NA,1163,NA,"autonomic_ganglia"
"KS-1","KS-1","KS-1","central_nervous_system","central_nervous_system",814,462,"central_nervous_system"
"KU-19-19","KU-19-19","KU-19-19","urinary_tract","urinary_tract",813,463,"urinary_tract"
"KU812",NA,"KU812",NA,"haematopoietic_and_lymphoid_tissue",NA,464,"haematopoietic_and_lymphoid_tissue"
"KURAMOCHI","KURAMOCHI","KURAMOCHI","ovary","ovary",1014,465,"ovary"
"KY821","KY821",NA,"haematopoietic_and_lymphoid_tissue",NA,811,NA,"haematopoietic_and_lymphoid_tissue"
"KYM-1",NA,"KYM-1",NA,"soft_tissue",NA,466,"soft_tissue"
"KYO-1",NA,"KYO-1",NA,"haematopoietic_and_lymphoid_tissue",NA,467,"haematopoietic_and_lymphoid_tissue"
"KYSE-140","KYSE-140","KYSE-140","oesophagus","oesophagus",570,468,"oesophagus"
"KYSE-150","KYSE-150","KYSE-150","oesophagus","oesophagus",817,469,"oesophagus"
"KYSE-180","KYSE-180","KYSE-180","oesophagus","oesophagus",818,470,"oesophagus"
"KYSE-270","KYSE-270","KYSE-270","oesophagus","oesophagus",819,471,"oesophagus"
"KYSE-30",NA,"KYSE-30",NA,"oesophagus",NA,472,"oesophagus"
"KYSE-410","KYSE-410","KYSE-410","oesophagus","oesophagus",571,473,"oesophagus"
"KYSE-450","KYSE-450","KYSE-450","oesophagus","oesophagus",820,474,"oesophagus"
"KYSE-510","KYSE-510","KYSE-510","oesophagus","oesophagus",821,475,"oesophagus"
"KYSE-520","KYSE-520","KYSE-520","oesophagus","oesophagus",572,476,"oesophagus"
"KYSE-70","KYSE-70","KYSE-70","oesophagus","oesophagus",573,477,"oesophagus"
"L-1236",NA,"L-1236",NA,"haematopoietic_and_lymphoid_tissue",NA,478,"haematopoietic_and_lymphoid_tissue"
"L3.3",NA,"L3.3",NA,"pancreas",NA,479,"pancreas"
"L-363","L-363","L-363","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",1123,480,"haematopoietic_and_lymphoid_tissue"
"L-428","L-428","L-428","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",822,481,"haematopoietic_and_lymphoid_tissue"
"L-540","L-540","L-540",NA,"haematopoietic_and_lymphoid_tissue",823,482,"haematopoietic_and_lymphoid_tissue"
"LAMA-84","LAMA-84","LAMA-84","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",825,483,"haematopoietic_and_lymphoid_tissue"
"LAN-1","LAN-1",NA,NA,NA,NA,NA,"autonomic_ganglia"
"LAN-5","LAN-5",NA,NA,NA,NA,NA,"autonomic_ganglia"
"LAN-6","LAN-6",NA,"autonomic_ganglia",NA,1200,NA,"autonomic_ganglia"
"LB1047-RCC","LB1047-RCC",NA,"kidney",NA,574,NA,"kidney"
"LB2241-RCC","LB2241-RCC",NA,"kidney",NA,575,NA,"kidney"
"LB2518-MEL","LB2518-MEL",NA,"skin",NA,576,NA,"skin"
"LB373-MEL-D","LB373-MEL-D",NA,"skin",NA,577,NA,"skin"
"LB647-SCLC","LB647-SCLC",NA,"lung",NA,578,NA,"lung"
"LB771-HNC","LB771-HNC",NA,"upper_aerodigestive_tract",NA,579,NA,"upper_aerodigestive_tract"
"LB831-BLC","LB831-BLC",NA,"urinary_tract",NA,580,NA,"urinary_tract"
"LB996-RCC","LB996-RCC",NA,"kidney",NA,581,NA,"kidney"
"LC-1F","LC-1F","LC-1F","lung","lung",826,484,"lung"
"LC-1/sq-SF",NA,"LC-1/sq-SF",NA,"lung",NA,485,"lung"
